Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-03-27 00:00:00+05:30,270.0,273.54998779296875,269.6000061035156,272.20001220703125,14783522,0.0,0.0,WIPRO.NS
2025-03-28 00:00:00+05:30,271.0,271.8500061035156,261.6000061035156,262.25,14283389,0.0,0.0,WIPRO.NS
2025-04-01 00:00:00+05:30,260.3500061035156,263.0,258.5,262.6000061035156,8388635,0.0,0.0,WIPRO.NS
2025-04-02 00:00:00+05:30,262.79998779296875,265.54998779296875,261.1000061035156,263.6000061035156,7136992,0.0,0.0,WIPRO.NS
2025-04-03 00:00:00+05:30,259.8999938964844,260.5,255.3000030517578,256.3500061035156,12262561,0.0,0.0,WIPRO.NS
2025-04-04 00:00:00+05:30,253.0,253.9499969482422,244.85000610351562,246.3000030517578,14639785,0.0,0.0,WIPRO.NS
2025-04-07 00:00:00+05:30,231.0500030517578,243.85000610351562,228.0,242.89999389648438,13011904,0.0,0.0,WIPRO.NS
2025-04-08 00:00:00+05:30,244.75,249.5,243.85000610351562,247.25,13806651,0.0,0.0,WIPRO.NS
2025-04-09 00:00:00+05:30,240.6999969482422,242.3000030517578,234.0,236.64999389648438,19063559,0.0,0.0,WIPRO.NS
2025-04-11 00:00:00+05:30,245.0,245.0,238.35000610351562,239.75,11205821,0.0,0.0,WIPRO.NS
2025-04-15 00:00:00+05:30,245.0500030517578,245.0500030517578,241.35000610351562,244.0,10692006,0.0,0.0,WIPRO.NS
2025-03-17 00:00:00+05:30,1528.0,1547.550048828125,1519.050048828125,1545.1500244140625,2029100,0.0,0.0,HCLTECH.NS
2025-03-18 00:00:00+05:30,1545.1500244140625,1545.1500244140625,1545.1500244140625,1545.1500244140625,0,0.0,0.0,HCLTECH.NS
2025-03-19 00:00:00+05:30,1558.5,1561.3499755859375,1525.0999755859375,1544.449951171875,4522829,0.0,0.0,HCLTECH.NS
2025-03-20 00:00:00+05:30,1547.8499755859375,1582.0999755859375,1547.050048828125,1562.0,4608677,0.0,0.0,HCLTECH.NS
2025-03-21 00:00:00+05:30,1535.0999755859375,1592.050048828125,1521.5,1566.699951171875,8109210,0.0,0.0,HCLTECH.NS
2025-03-24 00:00:00+05:30,1591.0,1610.9000244140625,1560.0,1604.1500244140625,2487843,0.0,0.0,HCLTECH.NS
2025-03-25 00:00:00+05:30,1622.0,1658.949951171875,1618.949951171875,1624.9000244140625,4906013,0.0,0.0,HCLTECH.NS
2025-03-26 00:00:00+05:30,1624.9000244140625,1644.949951171875,1622.0,1633.4000244140625,3096513,0.0,0.0,HCLTECH.NS
2025-03-27 00:00:00+05:30,1625.6500244140625,1645.0,1613.550048828125,1630.1500244140625,3383080,0.0,0.0,HCLTECH.NS
2025-03-28 00:00:00+05:30,1616.0999755859375,1625.550048828125,1581.5999755859375,1592.5,2211077,0.0,0.0,HCLTECH.NS
2025-04-01 00:00:00+05:30,1577.0,1585.0,1526.0999755859375,1530.3499755859375,4126827,0.0,0.0,HCLTECH.NS
2025-04-02 00:00:00+05:30,1515.0,1538.550048828125,1506.4000244140625,1527.550048828125,3167863,0.0,0.0,HCLTECH.NS
2025-04-03 00:00:00+05:30,1500.0,1500.0,1465.0,1470.0999755859375,3966161,0.0,0.0,HCLTECH.NS
2025-04-04 00:00:00+05:30,1449.0,1456.199951171875,1419.0999755859375,1422.0999755859375,4421312,0.0,0.0,HCLTECH.NS
2025-04-07 00:00:00+05:30,1345.0,1383.75,1302.75,1374.0999755859375,6484139,0.0,0.0,HCLTECH.NS
2025-04-08 00:00:00+05:30,1380.0,1424.25,1372.0,1403.3499755859375,3938359,0.0,0.0,HCLTECH.NS
2025-04-09 00:00:00+05:30,1380.6500244140625,1388.699951171875,1357.050048828125,1380.0,3306801,0.0,0.0,HCLTECH.NS
2025-04-11 00:00:00+05:30,1360.0,1425.0,1360.0,1390.550048828125,4859622,0.0,0.0,HCLTECH.NS
2025-04-15 00:00:00+05:30,1420.0,1428.800048828125,1406.0,1426.5,3265072,0.0,0.0,HCLTECH.NS
2025-03-17 00:00:00+05:30,1442.949951171875,1448.0,1425.199951171875,1440.0999755859375,1747569,0.0,0.0,TECHM.NS
2025-03-18 00:00:00+05:30,1440.0999755859375,1440.0999755859375,1440.0999755859375,1440.0999755859375,0,0.0,0.0,TECHM.NS
2025-03-19 00:00:00+05:30,1430.6500244140625,1431.800048828125,1394.4000244140625,1396.1500244140625,5557840,0.0,0.0,TECHM.NS
2025-03-20 00:00:00+05:30,1403.1500244140625,1421.0,1400.050048828125,1410.550048828125,2863413,0.0,0.0,TECHM.NS
2025-03-21 00:00:00+05:30,1390.050048828125,1431.0999755859375,1382.050048828125,1409.25,4056023,0.0,0.0,TECHM.NS
2025-03-24 00:00:00+05:30,1415.8499755859375,1467.6500244140625,1413.5999755859375,1458.6500244140625,3072831,0.0,0.0,TECHM.NS
2025-03-25 00:00:00+05:30,1474.0,1483.9000244140625,1449.449951171875,1455.5,2056315,0.0,0.0,TECHM.NS
2025-03-26 00:00:00+05:30,1464.0,1464.0,1409.5,1416.300048828125,2231144,0.0,0.0,TECHM.NS
2025-03-27 00:00:00+05:30,1407.1500244140625,1430.0,1406.0,1423.9000244140625,2541022,0.0,0.0,TECHM.NS
2025-03-28 00:00:00+05:30,1415.0999755859375,1430.0,1408.550048828125,1418.25,1642693,0.0,0.0,TECHM.NS
2025-04-01 00:00:00+05:30,1402.0,1416.949951171875,1385.4000244140625,1395.1500244140625,1578367,0.0,0.0,TECHM.NS
2025-04-02 00:00:00+05:30,1397.1500244140625,1426.050048828125,1397.1500244140625,1423.050048828125,1617949,0.0,0.0,TECHM.NS
2025-04-03 00:00:00+05:30,1397.0,1400.0,1360.25,1369.3499755859375,1943422,0.0,0.0,TECHM.NS
2025-04-04 00:00:00+05:30,1350.0,1359.199951171875,1318.8499755859375,1320.949951171875,1757493,0.0,0.0,TECHM.NS
2025-04-07 00:00:00+05:30,1245.0,1293.800048828125,1209.4000244140625,1288.0,3044730,0.0,0.0,TECHM.NS
2025-04-08 00:00:00+05:30,1314.0,1342.050048828125,1291.1500244140625,1314.4000244140625,2868814,0.0,0.0,TECHM.NS
2025-04-09 00:00:00+05:30,1290.0,1299.949951171875,1264.3499755859375,1272.75,3724878,0.0,0.0,TECHM.NS
2025-04-11 00:00:00+05:30,1275.0,1312.3499755859375,1274.199951171875,1282.25,1803181,0.0,0.0,TECHM.NS
2025-04-15 00:00:00+05:30,1314.199951171875,1314.199951171875,1286.800048828125,1301.699951171875,1511563,0.0,0.0,TECHM.NS
2025-03-17 00:00:00+05:30,4428.2001953125,4445.0,4239.0,4359.7998046875,1122866,0.0,0.0,LTIM.NS
2025-03-18 00:00:00+05:30,4359.7998046875,4359.7998046875,4359.7998046875,4359.7998046875,0,0.0,0.0,LTIM.NS
2025-03-19 00:00:00+05:30,4459.0,4459.0,4326.0,4365.4501953125,596998,0.0,0.0,LTIM.NS
2025-03-20 00:00:00+05:30,4433.60009765625,4515.0,4385.7001953125,4421.14990234375,867249,0.0,0.0,LTIM.NS
2025-03-21 00:00:00+05:30,4350.0,4532.7001953125,4259.7998046875,4520.25,748890,0.0,0.0,LTIM.NS
2025-03-24 00:00:00+05:30,4559.0,4643.39990234375,4504.0,4620.39990234375,465723,0.0,0.0,LTIM.NS
2025-03-25 00:00:00+05:30,4677.0498046875,4677.0498046875,4560.35009765625,4606.39990234375,646427,0.0,0.0,LTIM.NS
2025-03-26 00:00:00+05:30,4625.0,4658.9501953125,4581.2001953125,4619.75,359284,0.0,0.0,LTIM.NS
2025-03-27 00:00:00+05:30,4587.0498046875,4679.0,4559.5498046875,4655.89990234375,390826,0.0,0.0,LTIM.NS
2025-03-28 00:00:00+05:30,4540.0498046875,4626.39990234375,4475.0,4491.35009765625,447846,0.0,0.0,LTIM.NS
2025-04-01 00:00:00+05:30,4474.60009765625,4483.4501953125,4375.0,4426.60009765625,230709,0.0,0.0,LTIM.NS
2025-04-02 00:00:00+05:30,4449.75,4508.9501953125,4396.60009765625,4499.89990234375,269265,0.0,0.0,LTIM.NS
2025-04-03 00:00:00+05:30,4391.0,4450.0,4303.5,4341.9501953125,505177,0.0,0.0,LTIM.NS
2025-04-04 00:00:00+05:30,4310.0,4346.0,4101.0,4136.25,661108,0.0,0.0,LTIM.NS
2025-04-07 00:00:00+05:30,3900.0,4100.0,3802.0,4057.14990234375,433019,0.0,0.0,LTIM.NS
2025-04-08 00:00:00+05:30,4170.4501953125,4237.4501953125,4062.800048828125,4175.85009765625,390791,0.0,0.0,LTIM.NS
2025-04-09 00:00:00+05:30,4114.75,4171.60009765625,4024.75,4107.85009765625,564545,0.0,0.0,LTIM.NS
2025-04-11 00:00:00+05:30,4236.35009765625,4253.25,4167.0498046875,4240.7998046875,473127,0.0,0.0,LTIM.NS
2025-04-15 00:00:00+05:30,4326.0,4328.0,4240.7998046875,4317.60009765625,344448,0.0,0.0,LTIM.NS
2025-03-17 00:00:00+05:30,7314.10009765625,7398.85009765625,7230.9501953125,7365.0498046875,414036,0.0,0.0,COFORGE.NS
2025-03-18 00:00:00+05:30,7365.0498046875,7365.0498046875,7365.0498046875,7365.0498046875,0,0.0,0.0,COFORGE.NS
2025-03-19 00:00:00+05:30,7570.0,7597.64990234375,7364.39990234375,7550.4501953125,393449,0.0,0.0,COFORGE.NS
2025-03-20 00:00:00+05:30,7650.0,7780.0,7552.0,7578.2998046875,359935,0.0,0.0,COFORGE.NS
2025-03-21 00:00:00+05:30,7461.5498046875,7810.0,7370.10009765625,7746.7998046875,1147945,0.0,0.0,COFORGE.NS
2025-03-24 00:00:00+05:30,7785.5,7868.7998046875,7625.0,7769.5498046875,561194,0.0,0.0,COFORGE.NS
2025-03-25 00:00:00+05:30,7870.0,8082.5,7810.0,7958.2001953125,908179,0.0,0.0,COFORGE.NS
2025-03-26 00:00:00+05:30,7992.35009765625,8125.5,7958.2001953125,8027.2001953125,661963,0.0,0.0,COFORGE.NS
2025-03-27 00:00:00+05:30,7935.0,8165.0,7935.0,8107.60009765625,542683,0.0,0.0,COFORGE.NS
2025-03-28 00:00:00+05:30,8172.4501953125,8250.0,8024.5,8109.2001953125,503633,0.0,0.0,COFORGE.NS
2025-04-01 00:00:00+05:30,8069.9501953125,8069.9501953125,7760.0,7780.7998046875,444267,0.0,0.0,COFORGE.NS
2025-04-02 00:00:00+05:30,7780.7998046875,7834.39990234375,7654.0498046875,7761.5498046875,494170,0.0,0.0,COFORGE.NS
2025-04-03 00:00:00+05:30,7596.10009765625,7649.9501953125,7142.0,7157.39990234375,1281992,0.0,0.0,COFORGE.NS
2025-04-04 00:00:00+05:30,7050.35009765625,7093.85009765625,6561.14990234375,6607.89990234375,2341022,0.0,0.0,COFORGE.NS
2025-04-07 00:00:00+05:30,5975.0,6414.9501953125,5970.0498046875,6340.7001953125,2348059,0.0,0.0,COFORGE.NS
2025-04-08 00:00:00+05:30,6498.0,6690.0498046875,6370.2001953125,6472.60009765625,816582,0.0,0.0,COFORGE.NS
2025-04-09 00:00:00+05:30,6350.0,6394.0,6175.0,6323.64990234375,1093569,0.0,0.0,COFORGE.NS
2025-04-11 00:00:00+05:30,6523.64990234375,6597.9501953125,6284.89990234375,6316.64990234375,1688093,0.0,0.0,COFORGE.NS
2025-04-15 00:00:00+05:30,6416.0,6525.0,6335.0,6466.0,558312,0.0,0.0,COFORGE.NS
2025-03-17 00:00:00+05:30,2207.10009765625,2236.199951171875,2181.550048828125,2200.199951171875,449847,0.0,0.0,MPHASIS.NS
2025-03-18 00:00:00+05:30,2200.199951171875,2200.199951171875,2200.199951171875,2200.199951171875,0,0.0,0.0,MPHASIS.NS
2025-03-19 00:00:00+05:30,2300.0,2305.0,2236.5,2285.85009765625,550648,0.0,0.0,MPHASIS.NS
2025-03-20 00:00:00+05:30,2300.25,2369.60009765625,2294.5,2305.85009765625,637186,0.0,0.0,MPHASIS.NS
2025-03-21 00:00:00+05:30,2280.0,2438.0,2240.39990234375,2429.949951171875,1232731,0.0,0.0,MPHASIS.NS
2025-03-24 00:00:00+05:30,2436.25,2508.0,2405.39990234375,2482.949951171875,433340,0.0,0.0,MPHASIS.NS
2025-03-25 00:00:00+05:30,2513.300048828125,2559.800048828125,2475.050048828125,2534.39990234375,966857,0.0,0.0,MPHASIS.NS
2025-03-26 00:00:00+05:30,2530.0,2572.300048828125,2505.10009765625,2515.14990234375,781651,0.0,0.0,MPHASIS.NS
2025-03-27 00:00:00+05:30,2497.0,2539.5,2488.0,2528.199951171875,458236,0.0,0.0,MPHASIS.NS
2025-03-28 00:00:00+05:30,2518.0,2559.0,2477.10009765625,2500.199951171875,390216,0.0,0.0,MPHASIS.NS
2025-04-01 00:00:00+05:30,2402.0,2497.14990234375,2402.0,2446.75,379487,0.0,0.0,MPHASIS.NS
2025-04-02 00:00:00+05:30,2461.0,2502.949951171875,2437.35009765625,2474.39990234375,294985,0.0,0.0,MPHASIS.NS
2025-04-03 00:00:00+05:30,2390.050048828125,2418.449951171875,2354.0,2374.050048828125,556470,0.0,0.0,MPHASIS.NS
2025-04-04 00:00:00+05:30,2360.0,2369.949951171875,2220.0,2229.199951171875,705009,0.0,0.0,MPHASIS.NS
2025-04-07 00:00:00+05:30,2063.5,2120.949951171875,2044.550048828125,2102.199951171875,573919,0.0,0.0,MPHASIS.NS
2025-04-08 00:00:00+05:30,2155.5,2215.64990234375,2128.75,2168.89990234375,645228,0.0,0.0,MPHASIS.NS
2025-04-09 00:00:00+05:30,2110.0,2150.85009765625,2051.0,2117.60009765625,1248075,0.0,0.0,MPHASIS.NS
2025-04-11 00:00:00+05:30,2220.0,2220.0,2145.050048828125,2160.550048828125,480772,0.0,0.0,MPHASIS.NS
2025-04-15 00:00:00+05:30,2202.89990234375,2278.0,2185.0,2269.699951171875,747478,0.0,0.0,MPHASIS.NS
